flight_number,airport,type,status,aircraft
BA 5953,LHR,Departure,Expected,
QR 9660,LHR,Departure,Expected,
AA 8035,LHR,Departure,Expected,
EI 153,LHR,Departure,Expected,
AC 6897,LHR,Departure,Expected,
BA 1394,LHR,Departure,Expected,
EI 8394,LHR,Departure,Expected,
QR 6298,LHR,Departure,Expected,
AA 6627,LHR,Departure,Expected,
EY 62,LHR,Departure,Unknown,
EW 7461,LHR,Departure,Expected,
UA 9636,LHR,Departure,Expected,
LH 5337,LHR,Departure,Expected,
AC 6968,LHR,Departure,Expected,
QR 9720,LHR,Departure,Expected,
JL 7149,LHR,Departure,Expected,
BA 552,LHR,Departure,Expected,
AA 6965,LHR,Departure,Expected,
VS 6669,LHR,Departure,Expected,
AM 6099,LHR,Departure,Expected,
AF 1335,LHR,Departure,Expected,
DL 8599,LHR,Departure,Expected,
WS 5185,LHR,Departure,Expected,
KL 6048,LHR,Departure,Expected,
AF 3587,LHR,Departure,Expected,
DL 33,LHR,Departure,Expected,
SK 3978,LHR,Departure,Expected,
VS 4009,LHR,Departure,Expected,
VS 3,LHR,Departure,Expected,
KL 2502,LHR,Departure,Expected,
DL 5997,LHR,Departure,Expected,
AF 6752,LHR,Departure,Expected,
MK 9411,LHR,Departure,Expected,
DL 8287,LHR,Departure,Expected,
G3 5282,LHR,Departure,Expected,
AM 6022,LHR,Departure,Expected,
VN 3105,LHR,Departure,Expected,
AF 1681,LHR,Departure,Expected,
VS 6663,LHR,Departure,Expected,
WS 5022,LHR,Departure,Expected,
LX 317,LHR,Departure,Expected,HB-JPB
AC 6818,LHR,Departure,Expected,
UA 9761,LHR,Departure,Expected,
LX 353,LHR,Departure,Expected,
UA 9743,LHR,Departure,Expected,
AC 869,LHR,Departure,Expected,
TG 5818,LHR,Departure,Expected,
OS 8283,LHR,Departure,Expected,
LH 6834,LHR,Departure,Expected,
UL 2869,LHR,Departure,Expected,
UA 8023,LHR,Departure,Expected,
BA 253,LHR,Departure,Expected,
CX 7168,LHR,Departure,Expected,
QR 9741,LHR,Departure,Expected,
AY 5917,LHR,Departure,Expected,
BA 494,LHR,Departure,Expected,
UA 9846,LHR,Departure,Expected,
AC 6198,LHR,Departure,Expected,
OS 332,LHR,Departure,Expected,
CA 7066,LHR,Departure,Expected,
IB 3620,LHR,Departure,Expected,
JL 7082,LHR,Departure,Expected,
BA 7,LHR,Departure,Expected,
QR 5913,LHR,Departure,Expected,
LH 7633,LHR,Departure,Expected,
UA 905,LHR,Departure,Expected,
SN 9054,LHR,Departure,Expected,
OS 7793,LHR,Departure,Expected,
LX 3070,LHR,Departure,Expected,
AC 3907,LHR,Departure,Expected,
SQ 305,LHR,Departure,Expected,
FJ 5956,LHR,Departure,Expected,
NZ 3305,LHR,Departure,Expected,
MH 5759,LHR,Departure,Expected,
QF 8008,LHR,Departure,Expected,
EK 8,LHR,Departure,Expected,
QR 7310,LHR,Departure,Canceled,
AA 6788,LHR,Departure,Expected,
BA 1420,LHR,Departure,Expected,
QR 9767,LHR,Departure,Expected,
AI 162,LHR,Departure,Expected,
AC 6452,LHR,Departure,Expected,
AA 6758,LHR,Departure,Expected,
BA 504,LHR,Departure,Expected,
B6 6268,LHR,Departure,Expected,
CX 7203,LHR,Departure,Expected,
JL 7733,LHR,Departure,Expected,
AY 5984,LHR,Departure,Expected,
QR 5912,LHR,Departure,Expected,
JL 6982,LHR,Departure,Expected,
QR 8012,LHR,Departure,Expected,
IB 712,LHR,Departure,Expected,
BA 7053,LHR,Departure,Expected,
BA 1478,LHR,Departure,Expected,
QR 5947,LHR,Departure,Expected,
AY 5953,LHR,Departure,Expected,
AA 7108,LHR,Departure,Expected,
IB 3555,LHR,Departure,Expected,
AA 7024,LHR,Departure,Expected,
BA 400,LHR,Departure,Expected,
AA 7197,LHR,Departure,Expected,
BA 810,LHR,Departure,Expected,
TP 4289,LHR,Departure,Expected,
B6 1621,LHR,Departure,Expected,
BA 730,LHR,Departure,Expected,
AA 6865,LHR,Departure,Expected,
MH 9856,LHR,Departure,Expected,
B6 6296,LHR,Departure,Expected,
QR 5888,LHR,Departure,Expected,
AF 6754,LHR,Departure,Expected,
DL 5967,LHR,Departure,Expected,
VS 5,LHR,Departure,Expected,
KL 2510,LHR,Departure,Expected,
BA 632,LHR,Departure,Expected,
AA 6848,LHR,Departure,Expected,
BA 820,LHR,Departure,Expected,
AA 6735,LHR,Departure,Expected,
BA 916,LHR,Departure,Expected,
CX 7175,LHR,Departure,Expected,
BA 139,LHR,Departure,Expected,
AA 6657,LHR,Departure,Expected,
GF 2,LHR,Departure,Canceled,
XY 4002,LHR,Departure,Canceled,
LH 901,LHR,Departure,Canceled,D-AINB
UA 8810,LHR,Departure,Canceled,D-AINB
RX 402,LHR,Departure,Expected,
IB 3561,LHR,Departure,Expected,
AA 6936,LHR,Departure,Expected,
EI 8875,LHR,Departure,Expected,
AS 5259,LHR,Departure,Expected,
BA 175,LHR,Departure,Expected,
AY 5475,LHR,Departure,Expected,
IB 3577,LHR,Departure,Expected,
BA 195,LHR,Departure,Expected,
AY 5495,LHR,Departure,Expected,
AA 6952,LHR,Departure,Expected,
EI 8895,LHR,Departure,Expected,
QR 3063,LHR,Departure,Canceled,
SK 3989,LHR,Departure,Expected,
KL 6187,LHR,Departure,Expected,
AF 3610,LHR,Departure,Expected,
DL 59,LHR,Departure,Expected,
VS 4011,LHR,Departure,Expected,
KQ 7158,LHR,Departure,Expected,
SV 6601,LHR,Departure,Expected,
VS 229,LHR,Departure,Expected,
SK 6403,LHR,Departure,Expected,
MS 784,LHR,Departure,Expected,
UA 7716,LHR,Departure,Expected,
AC 2869,LHR,Departure,Expected,
BA 207,LHR,Departure,Expected,
AA 6958,LHR,Departure,Expected,
EI 8907,LHR,Departure,Expected,
IB 3584,LHR,Departure,Expected,
AY 5507,LHR,Departure,Expected,
BA 5927,LHR,Departure,Expected,
AA 8067,LHR,Departure,Expected,
QR 8235,LHR,Departure,Expected,
AC 6911,LHR,Departure,Expected,
EI 711,LHR,Departure,Expected,
LM 622,LHR,Departure,Expected,
BA 7852,LHR,Departure,Expected,
EW 461,LHR,Departure,Expected,
AC 6948,LHR,Departure,Expected,
UA 9628,LHR,Departure,Expected,
QR 9650,LHR,Departure,Expected,
AA 8037,LHR,Departure,Expected,
BA 5955,LHR,Departure,Expected,
EI 155,LHR,Departure,Expected,
IB 3517,LHR,Departure,Expected,
AA 6653,LHR,Departure,Expected,
BA 65,LHR,Departure,Expected,
VN 3054,LHR,Departure,Expected,
DL 7628,LHR,Departure,Expected,
SQ 2620,LHR,Departure,Expected,
VS 5916,LHR,Departure,Expected,
SK 526,LHR,Departure,Expected,EI-SIF
EY 3996,LHR,Departure,Expected,
IB 4667,LHR,Departure,Expected,
AY 3807,LHR,Departure,Expected,
BA 1596,LHR,Departure,Expected,
MH 9533,LHR,Departure,Expected,
AA 731,LHR,Departure,Expected,
IB 5642,LHR,Departure,Expected,
VY 6651,LHR,Departure,Expected,
BA 8078,LHR,Departure,Expected,
KL 1004,LHR,Departure,Expected,
KQ 1010,LHR,Departure,Expected,
DL 9581,LHR,Departure,Expected,
MF 9780,LHR,Departure,Expected,
6E 3349,LHR,Departure,Expected,
VS 7048,LHR,Departure,Expected,
QR 9675,LHR,Departure,Expected,
EI 381,LHR,Departure,Expected,
BA 5941,LHR,Departure,Expected,
AA 8059,LHR,Departure,Expected,
AC 6917,LHR,Departure,Expected,
LH 7623,LHR,Departure,Expected,
AC 3026,LHR,Departure,Expected,
OS 7809,LHR,Departure,Expected,
SN 9078,LHR,Departure,Expected,
UA 879,LHR,Departure,Expected,
LX 3054,LHR,Departure,Expected,
AA 6643,LHR,Departure,Expected,
BA 694,LHR,Departure,Expected,
BA 594,LHR,Departure,Expected,
AA 6724,LHR,Departure,Expected,
LH 9374,LHR,Departure,Expected,
AC 5375,LHR,Departure,Expected,
UA 900,LHR,Departure,Expected,
LX 3042,LHR,Departure,Expected,
OS 7857,LHR,Departure,Expected,
NZ 9831,LHR,Departure,Expected,
SN 9099,LHR,Departure,Expected,
IB 3624,LHR,Departure,Expected,
AY 5523,LHR,Departure,Expected,
BA 283,LHR,Departure,Expected,
EI 8983,LHR,Departure,Expected,
AA 6955,LHR,Departure,Expected,
AS 5287,LHR,Departure,Expected,
AS 6901,LHR,Departure,Expected,
AY 3773,LHR,Departure,Expected,
AA 103,LHR,Departure,Expected,
UL 2029,LHR,Departure,Expected,
BA 1516,LHR,Departure,Expected,
MH 9393,LHR,Departure,Expected,
IB 4219,LHR,Departure,Expected,
GF 6631,LHR,Departure,Expected,
BA 462,LHR,Departure,Expected,
AA 6806,LHR,Departure,Expected,
IB 3647,LHR,Departure,Expected,
JL 7837,LHR,Departure,Expected,
BA 1330,LHR,Departure,Expected,
QR 5979,LHR,Departure,Expected,
AA 6781,LHR,Departure,Expected,
SK 3972,LHR,Departure,Expected,
KL 6006,LHR,Departure,Expected,
VS 4007,LHR,Departure,Expected,
AF 3666,LHR,Departure,Expected,
DL 2,LHR,Departure,Expected,
QR 9725,LHR,Departure,Expected,
CX 7227,LHR,Departure,Expected,
BA 342,LHR,Departure,Expected,
AA 7247,LHR,Departure,Expected,
AA 6845,LHR,Departure,Expected,
AY 5905,LHR,Departure,Expected,
BA 75,LHR,Departure,Expected,
B6 6284,LHR,Departure,Expected,
QR 8362,LHR,Departure,Expected,
AA 6778,LHR,Departure,Expected,
BA 978,LHR,Departure,Expected,
GF 4188,LHR,Departure,Expected,
AY 3741,LHR,Departure,Expected,
IB 4915,LHR,Departure,Expected,
AA 21,LHR,Departure,Expected,
BA 1590,LHR,Departure,Expected,
BA 854,LHR,Departure,Expected,
AA 6792,LHR,Departure,Expected,
BT 5629,LHR,Departure,Expected,
AA 6833,LHR,Departure,Expected,
BA 570,LHR,Departure,Expected,
SK 502,LHR,Departure,Expected,
DL 7631,LHR,Departure,Expected,
VS 5921,LHR,Departure,Expected,
EY 4001,LHR,Departure,Expected,
VN 3056,LHR,Departure,Expected,
SQ 2706,LHR,Departure,Expected,
UL 3201,LHR,Departure,Expected,
QF 3803,LHR,Departure,Expected,
CX 1413,LHR,Departure,Expected,
VN 3695,LHR,Departure,Expected,
MH 9150,LHR,Departure,Expected,
BA 6032,LHR,Departure,Expected,
AA 9000,LHR,Departure,Expected,
AY 1332,LHR,Departure,Expected,
JL 6840,LHR,Departure,Expected,
FY 7003,LHR,Departure,Expected,
SQ 5653,LHR,Departure,Expected,
MH 3,LHR,Departure,Expected,
AA 6646,LHR,Departure,Expected,
BA 424,LHR,Departure,Expected,
QF 3531,LHR,Departure,Expected,
IB 3849,LHR,Departure,Expected,
LX 3058,LHR,Departure,Expected,
SN 9087,LHR,Departure,Expected,
AC 5365,LHR,Departure,Expected,
UA 928,LHR,Departure,Expected,
OS 7853,LHR,Departure,Expected,
LH 9348,LHR,Departure,Expected,
IB 3662,LHR,Departure,Expected,
BA 480,LHR,Departure,Expected,
AA 6818,LHR,Departure,Expected,
LH 903,LHR,Departure,Canceled,D-AIJC
UA 8728,LHR,Departure,Canceled,D-AIJC
BA 884,LHR,Departure,Expected,
JL 7829,LHR,Departure,Expected,
AA 6707,LHR,Departure,Expected,
AA 7214,LHR,Departure,Expected,
BA 678,LHR,Departure,Expected,
AA 729,LHR,Departure,Expected,
IB 4665,LHR,Departure,Expected,
MH 9530,LHR,Departure,Expected,
BA 1588,LHR,Departure,Expected,
AY 3805,LHR,Departure,Expected,
SQ 2372,LHR,Departure,Expected,
AI 7762,LHR,Departure,Expected,
AC 6745,LHR,Departure,Expected,
LO 282,LHR,Departure,Expected,
SK 804,LHR,Departure,Expected,
VN 3086,LHR,Departure,Expected,
SQ 2660,LHR,Departure,Expected,
VS 5925,LHR,Departure,Expected,
EY 4004,LHR,Departure,Expected,
DL 7632,LHR,Departure,Expected,
QR 6262,LHR,Departure,Expected,
BA 255,LHR,Departure,Expected,
TP 8401,LHR,Departure,Expected,
FJ 5958,LHR,Departure,Expected,
NZ 3317,LHR,Departure,Expected,
MH 5719,LHR,Departure,Expected,
SK 8037,LHR,Departure,Expected,
AC 5875,LHR,Departure,Expected,
SQ 317,LHR,Departure,Expected,
AA 6944,LHR,Departure,Expected,
EI 8885,LHR,Departure,Expected,
AY 5485,LHR,Departure,Expected,
BA 185,LHR,Departure,Expected,
IB 3569,LHR,Departure,Expected,
AA 7021,LHR,Departure,Expected,
JL 7157,LHR,Departure,Expected,
BA 524,LHR,Departure,Expected,
IB 714,LHR,Departure,Expected,
JL 9420,LHR,Departure,Expected,
VY 5230,LHR,Departure,Expected,
QR 6554,LHR,Departure,Expected,
BA 7055,LHR,Departure,Expected,
EI 8330,LHR,Departure,Expected,
QR 5953,LHR,Departure,Expected,
AA 6764,LHR,Departure,Expected,
BA 830,LHR,Departure,Expected,
VS 4019,LHR,Departure,Expected,
SK 3987,LHR,Departure,Expected,
AF 3678,LHR,Departure,Expected,
DL 51,LHR,Departure,Expected,
KL 6116,LHR,Departure,Expected,
KL 4806,LHR,Departure,Expected,
AF 9902,LHR,Departure,Expected,
DL 5999,LHR,Departure,Expected,
VS 103,LHR,Departure,Expected,
KL 2518,LHR,Departure,Expected,
DL 5971,LHR,Departure,Expected,
VS 91,LHR,Departure,Expected,
AF 6750,LHR,Departure,Expected,
BA 770,LHR,Departure,Expected,
QR 9762,LHR,Departure,Expected,
B6 6274,LHR,Departure,Expected,
AA 6787,LHR,Departure,Expected,
IB 3673,LHR,Departure,Expected,
AY 5940,LHR,Departure,Expected,
BA 436,LHR,Departure,Expected,
B6 6282,LHR,Departure,Expected,
QR 9782,LHR,Departure,Expected,
AA 6883,LHR,Departure,Expected,
QF 3563,LHR,Departure,Expected,
BA 1306,LHR,Departure,Expected,
AA 7235,LHR,Departure,Expected,
QR 5999,LHR,Departure,Expected,
AY 6573,LHR,Departure,Expected,
MH 9680,LHR,Departure,Expected,
JL 7739,LHR,Departure,Expected,
CX 7218,LHR,Departure,Expected,
EI 915,LHR,Departure,Expected,
QR 8238,LHR,Departure,Expected,
BA 5989,LHR,Departure,Expected,
IB 3734,LHR,Departure,Expected,
AY 5941,LHR,Departure,Expected,
QR 6271,LHR,Departure,Expected,
AA 7223,LHR,Departure,Expected,
BA 1446,LHR,Departure,Expected,
MH 9828,LHR,Departure,Expected,
AS 5285,LHR,Departure,Expected,
EI 8995,LHR,Departure,Expected,
AY 5535,LHR,Departure,Expected,
IB 3634,LHR,Departure,Expected,
BA 295,LHR,Departure,Expected,
AA 7004,LHR,Departure,Expected,
VN 50,LHR,Departure,Expected,
K6 3050,LHR,Departure,Expected,
SK 8211,LHR,Departure,Expected,
CX 252,LHR,Departure,Expected,
SN 2094,LHR,Departure,Canceled,
SK 3983,LHR,Departure,Expected,
DL 9,LHR,Departure,Expected,
VS 4041,LHR,Departure,Expected,
KL 6111,LHR,Departure,Expected,
AF 3554,LHR,Departure,Expected,
BA 143,LHR,Departure,Expected,
AA 6661,LHR,Departure,Expected,
TG 5804,LHR,Departure,Expected,
UA 8203,LHR,Departure,Expected,
OS 8289,LHR,Departure,Expected,
AC 855,LHR,Departure,Expected,
UL 2855,LHR,Departure,Expected,
ET 1140,LHR,Departure,Expected,
LH 6588,LHR,Departure,Expected,
UA 9230,LHR,Departure,Expected,
LH 2473,LHR,Departure,Expected,
QR 9778,LHR,Departure,Expected,
BA 554,LHR,Departure,Expected,
AA 7116,LHR,Departure,Expected,
MH 9401,LHR,Departure,Expected,
GF 6744,LHR,Departure,Expected,
AY 3753,LHR,Departure,Expected,
AA 57,LHR,Departure,Expected,
IB 4024,LHR,Departure,Expected,
BA 1525,LHR,Departure,Expected,
BA 902,LHR,Departure,Expected,
B6 6262,LHR,Departure,Expected,
AA 7093,LHR,Departure,Expected,
QR 9718,LHR,Departure,Expected,
KL 2514,LHR,Departure,Expected,
VS 7,LHR,Departure,Expected,
DL 5979,LHR,Departure,Expected,
AF 6756,LHR,Departure,Expected,
IB 3559,LHR,Departure,Expected,
EI 8873,LHR,Departure,Expected,
BA 173,LHR,Departure,Expected,
AS 5257,LHR,Departure,Expected,
AY 5473,LHR,Departure,Expected,
AA 6934,LHR,Departure,Expected,
CX 7199,LHR,Departure,Expected,
AA 7099,LHR,Departure,Expected,
BA 812,LHR,Departure,Expected,
QR 8339,LHR,Departure,Expected,
AY 5898,LHR,Departure,Expected,
B6 6290,LHR,Departure,Expected,
AA 6760,LHR,Departure,Expected,
QR 6290,LHR,Departure,Expected,
BA 1480,LHR,Departure,Expected,
AY 6587,LHR,Departure,Expected,
QR 6222,LHR,Departure,Expected,
BA 358,LHR,Departure,Expected,
AA 6780,LHR,Departure,Expected,
AA 7213,LHR,Departure,Expected,
QR 8298,LHR,Departure,Expected,
MH 9668,LHR,Departure,Expected,
BA 308,LHR,Departure,Expected,
VY 5003,LHR,Departure,Expected,
LA 1540,LHR,Departure,Expected,
BA 7069,LHR,Departure,Expected,
AA 8603,LHR,Departure,Expected,
QR 6861,LHR,Departure,Expected,
IB 716,LHR,Departure,Expected,
KM 101,LHR,Departure,Expected,
QR 4817,LHR,Departure,Expected,
BA 578,LHR,Departure,Expected,
AA 6673,LHR,Departure,Expected,
PK 5980,LHR,Departure,Expected,
UA 6919,LHR,Departure,Expected,
BR 3555,LHR,Departure,Expected,
TK 1980,LHR,Departure,Expected,
6E 4062,LHR,Departure,Expected,
B6 6904,LHR,Departure,Expected,
3U 7204,LHR,Departure,Expected,
AF 1581,LHR,Departure,Expected,
UU 8581,LHR,Departure,Expected,
KQ 3903,LHR,Departure,Expected,
VS 6661,LHR,Departure,Expected,
MK 9511,LHR,Departure,Expected,
AM 5816,LHR,Departure,Expected,
DL 8280,LHR,Departure,Expected,
JL 7743,LHR,Departure,Expected,
IB 3664,LHR,Departure,Expected,
MH 9704,LHR,Departure,Expected,
AA 6820,LHR,Departure,Expected,
BA 482,LHR,Departure,Expected,
LH 905,LHR,Departure,Expected,D-AIEA
UA 8736,LHR,Departure,Expected,D-AIEA
UA 26,LHR,Departure,Expected,
SN 9024,LHR,Departure,Expected,
LH 7500,LHR,Departure,Expected,
AC 4051,LHR,Departure,Expected,
OS 7992,LHR,Departure,Expected,
LX 3046,LHR,Departure,Expected,
CX 7118,LHR,Departure,Expected,
AA 7117,LHR,Departure,Expected,
QR 6210,LHR,Departure,Expected,
BA 390,LHR,Departure,Expected,
B6 6286,LHR,Departure,Expected,
BA 344,LHR,Departure,Expected,
AA 7249,LHR,Departure,Expected,
QR 9684,LHR,Departure,Expected,
BA 213,LHR,Departure,Expected,
AA 6964,LHR,Departure,Expected,
EI 8913,LHR,Departure,Expected,
AY 5413,LHR,Departure,Expected,
IB 3588,LHR,Departure,Expected,
BA 660,LHR,Departure,Expected,
AA 6702,LHR,Departure,Expected,
KQ 1018,LHR,Departure,Expected,
VS 7049,LHR,Departure,Expected,
KL 1006,LHR,Departure,Expected,
MF 9639,LHR,Departure,Expected,
DL 9586,LHR,Departure,Expected,
EI 8985,LHR,Departure,Expected,
IB 3626,LHR,Departure,Expected,
BA 285,LHR,Departure,Expected,
AS 5279,LHR,Departure,Expected,
AY 5525,LHR,Departure,Expected,
AA 6996,LHR,Departure,Expected,
JL 7120,LHR,Departure,Expected,
BA 5,LHR,Departure,Expected,
IB 3762,LHR,Departure,Expected,
BA 1598,LHR,Departure,Expected,
AA 733,LHR,Departure,Expected,
IB 4669,LHR,Departure,Expected,
AY 3809,LHR,Departure,Expected,
QF 10,LHR,Departure,Expected,
IB 4265,LHR,Departure,Expected,
AA 137,LHR,Departure,Expected,
AY 3785,LHR,Departure,Expected,
MH 9415,LHR,Departure,Expected,
GF 6507,LHR,Departure,Expected,
AS 6937,LHR,Departure,Expected,
FJ 5068,LHR,Departure,Expected,
BA 1609,LHR,Departure,Expected,
TG 911,LHR,Departure,Expected,
AC 7402,LHR,Departure,Expected,
BA 686,LHR,Departure,Expected,
AA 7039,LHR,Departure,Expected,
AY 3761,LHR,Departure,Expected,
IB 4205,LHR,Departure,Expected,
AA 79,LHR,Departure,Expected,
GF 4387,LHR,Departure,Expected,
BA 1520,LHR,Departure,Expected,
AA 7907,LHR,Departure,Expected,
BA 506,LHR,Departure,Expected,
B6 6300,LHR,Departure,Expected,
QR 5914,LHR,Departure,Expected,
DL 5940,LHR,Departure,Expected,
VS 316,LHR,Departure,Expected,
LA 5570,LHR,Departure,Expected,
AA 6869,LHR,Departure,Expected,
BA 734,LHR,Departure,Expected,
QR 9734,LHR,Departure,Expected,
B6 6264,LHR,Departure,Expected,
AC 856,LHR,Departure,Expected,
AC 856,LHR,Departure,Expected,
UA 8268,LHR,Departure,Expected,
UA 8268,LHR,Departure,Expected,
BA 966,LHR,Departure,Expected,
AA 6688,LHR,Departure,Expected,
B6 6298,LHR,Departure,Expected,
B6 6298,LHR,Departure,Expected,
QR 5954,LHR,Departure,Expected,
JL 7791,LHR,Departure,Expected,
QR 5954,LHR,Departure,Expected,
JL 7791,LHR,Departure,Expected,
BA 966,LHR,Departure,Expected,
AA 6688,LHR,Departure,Expected,
UA 17,LHR,Departure,Expected,
OS 7795,LHR,Departure,Expected,
LH 7625,LHR,Departure,Expected,
UA 17,LHR,Departure,Expected,
OS 7795,LHR,Departure,Expected,
LX 3064,LHR,Departure,Expected,
LH 7625,LHR,Departure,Expected,
SN 9040,LHR,Departure,Expected,
SN 9040,LHR,Departure,Expected,
LX 3064,LHR,Departure,Expected,
AC 5157,LHR,Departure,Expected,
AC 5157,LHR,Departure,Expected,
QR 6278,LHR,Departure,Expected,
BA 948,LHR,Departure,Expected,
BA 948,LHR,Departure,Expected,
QR 6278,LHR,Departure,Expected,
AA 7112,LHR,Departure,Expected,
CX 7250,LHR,Departure,Expected,
CX 7250,LHR,Departure,Expected,
AA 7112,LHR,Departure,Expected,
BA 107,LHR,Departure,Expected,
BA 107,LHR,Departure,Expected,
LX 319,LHR,Departure,Expected,HB-JCU
UA 9757,LHR,Departure,Expected,
AC 6830,LHR,Departure,Expected,
UA 919,LHR,Departure,Expected,
CM 2295,LHR,Departure,Expected,
OS 7805,LHR,Departure,Expected,
LX 3062,LHR,Departure,Expected,
AC 5345,LHR,Departure,Expected,
LH 9260,LHR,Departure,Expected,
OS 7813,LHR,Departure,Expected,
UA 4,LHR,Departure,Expected,
LH 7621,LHR,Departure,Expected,
SN 9080,LHR,Departure,Expected,
LX 3038,LHR,Departure,Expected,
AC 3913,LHR,Departure,Expected,
BA 5959,LHR,Departure,Expected,
QR 8225,LHR,Departure,Expected,
EI 159,LHR,Departure,Expected,
AC 6909,LHR,Departure,Expected,
AA 8039,LHR,Departure,Expected,
ME 202,LHR,Departure,Expected,
VS 8202,LHR,Departure,Expected,
AC 6526,LHR,Departure,Expected,
BA 217,LHR,Departure,Expected,
IB 3590,LHR,Departure,Expected,
EI 8917,LHR,Departure,Expected,
AY 5417,LHR,Departure,Expected,
AA 6968,LHR,Departure,Expected,
BA 758,LHR,Departure,Expected,
QR 8302,LHR,Departure,Expected,
AA 6711,LHR,Departure,Expected,
BA 191,LHR,Departure,Expected,
EI 8891,LHR,Departure,Expected,
IB 3573,LHR,Departure,Expected,
AY 5409,LHR,Departure,Expected,
AA 6948,LHR,Departure,Expected,
BA 169,LHR,Departure,Expected,
CZ 7226,LHR,Departure,Expected,
FI 451,LHR,Departure,Expected,
EK 3389,LHR,Departure,Expected,
TK 8533,LHR,Departure,Expected,
AI 7092,LHR,Departure,Expected,
B6 20,LHR,Departure,Expected,
TP 4441,LHR,Departure,Expected,
DL 21,LHR,Departure,Expected,
KL 6022,LHR,Departure,Expected,
VS 4036,LHR,Departure,Expected,
SK 3985,LHR,Departure,Expected,
AF 3599,LHR,Departure,Expected,
VN 3224,LHR,Departure,Expected,
VS 358,LHR,Departure,Expected,
DL 5929,LHR,Departure,Expected,
BA 219,LHR,Departure,Expected,
IB 3592,LHR,Departure,Expected,
EI 8919,LHR,Departure,Expected,
AY 5419,LHR,Departure,Expected,
AA 6970,LHR,Departure,Expected,
TP 1367,LHR,Departure,Expected,
S4 8625,LHR,Departure,Expected,
AI 7909,LHR,Departure,Expected,
AC 2715,LHR,Departure,Expected,
FI 6429,LHR,Departure,Expected,
UA 6878,LHR,Departure,Expected,
B6 6705,LHR,Departure,Expected,
ET 1742,LHR,Departure,Expected,
SQ 2797,LHR,Departure,Expected,
AD 7314,LHR,Departure,Expected,
VS 19,LHR,Departure,Delayed,
NZ 4161,LHR,Departure,Delayed,
KL 4808,LHR,Departure,Delayed,
DL 5965,LHR,Departure,Delayed,
AF 9649,LHR,Departure,Delayed,
BA 281,LHR,Departure,Expected,
EI 8981,LHR,Departure,Expected,
IB 3622,LHR,Departure,Expected,
AA 6992,LHR,Departure,Expected,
AS 5289,LHR,Departure,Expected,
AY 5469,LHR,Departure,Expected,
DL 31,LHR,Departure,Expected,N834MH
KL 6139,LHR,Departure,Expected,
SK 3976,LHR,Departure,Expected,
VS 4045,LHR,Departure,Expected,
AF 3624,LHR,Departure,Expected,
VS 302,LHR,Departure,Expected,
VN 3192,LHR,Departure,Expected,
DL 5948,LHR,Departure,Expected,
BA 982,LHR,Departure,Expected,
QF 3537,LHR,Departure,Expected,
MH 9902,LHR,Departure,Expected,
B6 6252,LHR,Departure,Expected,
QR 5937,LHR,Departure,Expected,
AA 7071,LHR,Departure,Expected,
GF 6687,LHR,Departure,Expected,
MH 9407,LHR,Departure,Expected,
IB 4209,LHR,Departure,Expected,
AA 87,LHR,Departure,Expected,
BA 1542,LHR,Departure,Expected,
AS 6947,LHR,Departure,Expected,
AY 3886,LHR,Departure,Expected,
BA 223,LHR,Departure,Expected,
IB 3809,LHR,Departure,Expected,
EI 8923,LHR,Departure,Expected,
AY 5403,LHR,Departure,Expected,
AA 6974,LHR,Departure,Expected,
EW 9465,LHR,Departure,Expected,D-AGWI
UA 9631,LHR,Departure,Expected,
AC 6964,LHR,Departure,Expected,
BA 81,LHR,Departure,Expected,
AA 7076,LHR,Departure,Expected,
VS 45,LHR,Departure,Expected,
KL 2508,LHR,Departure,Expected,
DL 5995,LHR,Departure,Expected,
AF 9663,LHR,Departure,Expected,
AA 6885,LHR,Departure,Expected,
BA 572,LHR,Departure,Expected,
BA 716,LHR,Departure,Expected,
QR 5933,LHR,Departure,Expected,
AA 6899,LHR,Departure,Expected,
SN 9038,LHR,Departure,Expected,
LH 7627,LHR,Departure,Expected,
LX 3036,LHR,Departure,Expected,
UA 147,LHR,Departure,Expected,N684UA
AC 3639,LHR,Departure,Expected,
CX 7248,LHR,Departure,Expected,
BA 1450,LHR,Departure,Expected,
AA 7203,LHR,Departure,Expected,
BA 1482,LHR,Departure,Expected,
IB 3747,LHR,Departure,Expected,
MH 9842,LHR,Departure,Expected,
AY 5973,LHR,Departure,Expected,
QR 5904,LHR,Departure,Expected,
AA 6682,LHR,Departure,Expected,
BA 438,LHR,Departure,Expected,
B6 6250,LHR,Departure,Expected,
MH 9696,LHR,Departure,Expected,
QR 8307,LHR,Departure,Expected,
AA 6896,LHR,Departure,Expected,
BA 696,LHR,Departure,Expected,
AA 6671,LHR,Departure,Expected,
BA 273,LHR,Departure,Expected,
EI 8973,LHR,Departure,Expected,
IB 3616,LHR,Departure,Expected,
AY 5453,LHR,Departure,Expected,
AS 5273,LHR,Departure,Expected,
AA 6986,LHR,Departure,Expected,
QR 9747,LHR,Departure,Expected,
BA 1368,LHR,Departure,Expected,
AY 6579,LHR,Departure,Expected,
AA 6676,LHR,Departure,Expected,
QR 5949,LHR,Departure,Expected,
EI 8398,LHR,Departure,Expected,
AY 6581,LHR,Departure,Expected,
BA 1398,LHR,Departure,Expected,
AA 7010,LHR,Departure,Expected,
BA 934,LHR,Departure,Expected,
B6 6292,LHR,Departure,Expected,
